browser,datetime,ip_anonymized,language,message
firefox,2015-09-01 00:29:24,6326b9b6fe6c884a856195b282c16473,de,2
chrome,2015-09-01 00:29:53,6a241e88e6976f972ffe0c876f969fb3,de,2
firefox,2015-09-01 00:30:06,b27dab19fb031b935436c5c020b37886,de,2
firefox,2015-09-01 00:30:33,3000188fc7bbfbe3654ce6f42aba9d7e,de,2
firefox,2015-09-01 00:31:01,e3af0a31c7d2b08c1f3ae4fcc205f310,en,1
firefox,2015-09-01 00:31:23,d69351d018911d7898afefe28b5820c3,fr,2
chrome,2015-09-01 00:32:31,0ab3092f2ca7aa0ef196fa593692ce8c,fr,0
chrome,2015-09-01 00:33:11,36193fd525d529243ab91abf65ee0a5e,en,1
firefox,2015-09-01 00:33:30,b760fad63ac5628ccc478e9e3148d8ef,de,1
chrome,2015-09-01 00:34:29,e9d3df0407f1d5823eb56dc4165a9e0e,de,1
chrome,2015-09-01 00:35:12,14b8d26a5db4a30955951d8166b35d19,de,1
chrome,2015-09-01 00:35:21,3320c458249f0d337a5f3adf53f25f88,en,1
chrome,2015-09-01 00:36:01,efbd8bcafb5b57f727346dece59dff31,en,0
firefox,2015-09-01 00:36:17,f2fc1e30b11296aa3ffaafbfb4979df6,fr,2
chrome,2015-09-01 00:36:56,9a294d8950dc24fe1a21f7d3a7ab75c0,en,0
firefox,2015-09-01 00:37:01,efedad5d571b19e2f4007b3dcbd9a291,de,0
chrome,2015-09-01 00:37:20,11932820e6ea3fb274d9aa66f07088b5,de,1
firefox,2015-09-01 00:37:24,a0d9059bf38b83fd7638af1df0d64660,de,2
firefox,2015-09-01 00:38:23,8500ea104e3668af4257856ef4c08609,fr,0
firefox,2015-09-01 00:38:30,83c9362b52436b98510ca513b231330b,fr,0
chrome,2015-09-01 00:38:32,2702edbe7906e92ac07862d7e1613511,en,0
chrome,2015-09-01 00:40:52,0c8835bfe8e9660b89d9c961c4328280,en,1
chrome,2015-09-01 00:41:39,669dbbcf66676dc3e2cac7cd300dab7f,fr,1
chrome,2015-09-01 00:41:40,6f2475a6eafbda64c190e68092a09cdf,en,2
firefox,2015-09-01 00:42:14,a7c6376933754a3c57cdcb1146c5ccb7,en,0
chrome,2015-09-01 00:42:17,7776a44ddd857b364b58b99d2d620579,de,2
chrome,2015-09-01 00:43:04,977ec1e9d8dc7663b96eb8ec6932f2b4,de,1
chrome,2015-09-01 00:44:19,b4e4c6fa290efa8a3398450489322c34,fr,2
firefox,2015-09-01 00:44:19,d95187eedf7b28c9cadc4933e928274e,en,1
chrome,2015-09-01 00:45:18,c4fa12998bc99492afa3136fbe5c50fe,en,2
firefox,2015-09-01 00:45:48,66ffd85dda60ea76e8a21bc111872c47,de,1
chrome,2015-09-01 00:47:48,7c3ed0a81326666dc737d6a5ca32696b,de,2
chrome,2015-09-01 00:48:16,ecccb8a5225c101acc1c590f471a5438,de,1
firefox,2015-09-01 00:48:41,43f11c8f13d82db8f448f5bc4fd82259,en,1
firefox,2015-09-01 00:49:43,8b54295d64db1a71b887a23a0c785972,de,2
firefox,2015-09-01 00:51:30,1369ea1d3f86c0514aa5adcfb6508bad,fr,1
chrome,2015-09-01 00:51:45,a8a7f09ef8f1e973d8584930342d6eb6,en,0
firefox,2015-09-01 00:52:12,6c05f24322f4da39578b6815ae9eaf0f,de,2
chrome,2015-09-01 00:52:12,e7c36041984e968c1f88826e9f1136e0,cn,2
firefox,2015-09-01 00:52:57,1c0b25e23674da9de4a206b5d38dbc96,de,1
chrome,2015-09-01 00:53:51,5ceb87a8699bd6812cef416c24d5d2de,en,1
chrome,2015-09-01 00:55:32,4e430b114741e3fe5edb9e2b19f39aaa,de,0
firefox,2015-09-01 00:55:38,05996616ddfc86644a2e66c11099b374,ru,1
chrome,2015-09-01 00:56:08,84fbf4aaf438195d7259f41d3a4c50eb,en,1
firefox,2015-09-01 00:56:10,8729a67edbac1ed016bcdcf25cf377a2,en,2
chrome,2015-09-01 00:56:46,bb5b3e649672e2f3ad98c65b6f5f3271,ru,1
chrome,2015-09-01 00:56:57,4b4987385ea316d8ba0525aab8ca76cb,en,0
chrome,2015-09-01 00:58:59,cf3a23f2d23a297eaf8608d47187a691,en,0
chrome,2015-09-01 01:00:21,840dc5f1f389972af0fd9507b785d2a8,de,2
chrome,2015-09-01 01:01:10,b4371313a4979b57825ca48e54fe2ab1,en,1
firefox,2015-09-01 01:01:21,6b1125b0879e2ddf2613b3e36b281c2c,en,1
chrome,2015-09-01 01:01:37,71d18567077e079406d98034ae791357,en,0
chrome,2015-09-01 01:02:29,5e9441a79b6db1470e16a589d7e32205,en,0
chrome,2015-09-01 01:03:13,5aae4cc3ed0ebb41218da481325f6ded,en,1
firefox,2015-09-01 01:03:40,386be941099fa0091545a2fdcf1f4614,fr,2
firefox,2015-09-01 01:04:23,ccbb21890de629df334499d76cd8a8c8,en,0
firefox,2015-09-01 01:04:38,315fa0ec0f19c8ffef00004753e0366c,en,2
chrome,2015-09-01 01:04:51,a8959d75ce454177a825af0e46466ad4,de,1
chrome,2015-09-01 01:05:22,ad49072aa5f4f3215e1108a06f87792a,cn,2
chrome,2015-09-01 01:05:40,d1c72da0917617e088edc7eff7fddf8e,en,2
chrome,2015-09-01 01:05:46,d5f42ffe37463af35a13aa1711ceb2a3,en,0
firefox,2015-09-01 01:06:04,c7af5eaf4e4711ae22b25c2203fe2870,en,1
firefox,2015-09-01 01:06:21,3221a49e363d23cefda31b5161a28477,en,2
chrome,2015-09-01 01:07:11,4069abd3bfd51b8a805edb6fcc0e1563,en,1
chrome,2015-09-01 01:07:12,3df6932215a2acc6643c7be4b8ae5b69,en,0
chrome,2015-09-01 01:08:07,ab464de371d5222aad22e5e351b6b73f,en,2
firefox,2015-09-01 01:08:29,769c6ee13546e1e13ca778188bb221b4,fr,0
firefox,2015-09-01 01:09:07,06faf307e4fbf259a4ecfd00ca26773b,en,1
firefox,2015-09-01 01:09:41,88afd1825f8e08cbd127d45a8fa2df1a,en,2
firefox,2015-09-01 01:10:03,7d7416f7778e90672c1fa3e5656a207f,fr,2
firefox,2015-09-01 01:10:59,e523a8a4934f4d48c9dc430afa19e97c,fr,0
chrome,2015-09-01 01:11:06,ab3c38ecfdefb776080eead46c5b8e2f,cn,2
chrome,2015-09-01 01:11:48,d55d49ca4301a1fafc6e54494ad406d0,cn,0
chrome,2015-09-01 01:12:48,9b3ec27ab41aab7ce80f4e00400b8b7f,de,1
firefox,2015-09-01 01:12:57,d992febc335c4def716afd8f54a7f526,en,2
chrome,2015-09-01 01:12:59,a1007bb3cef0df57a34724f7bcf10f90,fr,2
firefox,2015-09-01 01:13:10,e907081710d3fb4cabf4ee42c92bef47,de,1
chrome,2015-09-01 01:13:38,a23d7aefd88a1e871c23b37de6cb945a,en,0
chrome,2015-09-01 01:15:00,0697ad0ed80ef24a698fd76f9546b2a2,de,1
chrome,2015-09-01 01:15:11,3e4fe0f5bd8eac3f60b45ce41cef3c98,en,0
chrome,2015-09-01 01:15:35,4027c9d60f420e9e2af555fca2bccdd6,de,1
firefox,2015-09-01 01:16:15,3d0080b09db1b229f636fbb233b370b4,en,1
chrome,2015-09-01 01:17:25,5374c3f467b5bc2beb3ecc522b10a663,de,1
chrome,2015-09-01 01:18:10,ed00a2b483b6ef3fd640ee3e7d7d1a0e,en,1
chrome,2015-09-01 01:18:15,01edd42878a7064fe3aceb81fc87e2ae,de,2
firefox,2015-09-01 01:19:03,7705e46833525c38675d72ec3d67e517,en,2
chrome,2015-09-01 01:20:08,55a5bb2474d90bd1f035c30aa4baf40a,en,2
firefox,2015-09-01 01:20:28,60bcbd5879ccb18c08231a5f019f2581,de,2
chrome,2015-09-01 01:20:41,8df59a1af3496397858f8f22ab99a924,en,1
firefox,2015-09-01 01:21:26,86c51d9466e8ac5c4ca1038af75f10d2,ru,1
chrome,2015-09-01 01:21:46,2cad9bcbed0dee12d1fc93cdde896355,en,0
firefox,2015-09-01 01:21:52,2d20125ea4b8067b416dfaa171a4f53b,fr,0
firefox,2015-09-01 01:22:07,8fa80bd307bc2d3d0ff68c5b9bd88b03,ru,1
firefox,2015-09-01 01:23:06,5aaac0ccec42e6370040a35ee184dd7d,en,2
chrome,2015-09-01 01:23:10,35cebbe13a915a396c565a275165a90b,cn,0
firefox,2015-09-01 01:24:20,69821f449766b32b2b667cdd8ecdac7a,fr,1
firefox,2015-09-01 01:24:32,f8c5a7e8e748aef98eddf3eb580618ac,de,0
firefox,2015-09-01 01:25:16,d46df1bc57f82f7b70942589b268c7e1,en,1
firefox,2015-09-01 01:25:24,e2be88ebaeac3beee80eb8f698ce61db,cn,2
firefox,2015-09-01 01:26:05,5855cc243c30e9b6da2c20c56bc2184a,de,0
chrome,2015-09-01 01:26:37,61cd9efd51578dc6aecee266df3ff147,fr,1
chrome,2015-09-01 01:27:25,df6d1e033890ac774049ec685e43ee15,en,1
chrome,2015-09-01 01:27:29,89e0caa584bfbbe6c2d6ce8c18c32896,ru,0
chrome,2015-09-01 01:27:40,a613bd1b7acb496bda49ea37cb02c5f0,cn,1
chrome,2015-09-01 01:28:08,c56b8d962540e116bb17618762dd735c,en,0
chrome,2015-09-01 01:28:19,f1a0395a12e4292f451f0dfe0228a7ea,de,1
firefox,2015-09-01 01:28:47,4d49b8c949e2de31cc78e11acde8e2ee,de,1
firefox,2015-09-01 01:28:58,4d57141c34c862a515b3daaf0e031f42,ru,1
firefox,2015-09-01 01:30:07,9e3c979bee8c2672071fc7e34f4266cd,cn,2
chrome,2015-09-01 01:31:56,b9c460699c288700ae69c4a0254f4dbf,de,0
chrome,2015-09-01 01:32:16,bb8c1bf1dab0ffe1fd100c9cd8acd00e,de,1
chrome,2015-09-01 01:32:42,42b246426e698e4608b809f40b80380f,en,1
chrome,2015-09-01 01:33:03,5c53db7ca8603c574026d787ec832f7d,de,0
chrome,2015-09-01 01:33:37,062dc911bed81146b184f363ce22efc0,fr,1
firefox,2015-09-01 01:33:55,443cf19e7998d37f97a179b8086ac180,en,1
firefox,2015-09-01 01:34:01,09238f56cca719cc7751b578c3ae7682,en,0
chrome,2015-09-01 01:34:57,8d08b9be824ba157c5e212b726d5e853,cn,1
chrome,2015-09-01 01:35:30,db4d5e56e357682a78ffb48ce57f1b0d,en,1
chrome,2015-09-01 01:35:40,ee1f5a4101a67b95d26e0658c5d2a45e,ru,1
chrome,2015-09-01 01:36:11,cc344331738b474a4e1d0d01f5016cca,de,0
firefox,2015-09-01 01:36:29,dcbfb084794496e9f731d06453b96d9a,cn,0
chrome,2015-09-01 01:37:12,2591d89a78ba5a6373c8edebac607582,cn,2
firefox,2015-09-01 01:37:21,098d4e4cc7a4a997884b21ad04c43d8b,en,1
chrome,2015-09-01 01:37:30,4f92961ddc8b196067078d7c6c8cf186,de,1
firefox,2015-09-01 01:37:39,e1f005f6d46d13d7879d2d4cd981d2c4,de,2
chrome,2015-09-01 01:37:51,0989de5aa7317cb539217674e98623c8,fr,2
chrome,2015-09-01 01:37:52,4d7e2eea5a16558e0f481942be17966b,en,2
firefox,2015-09-01 01:38:14,7ae383d7c8ac84124fe609b8ff43bb5f,cn,0
firefox,2015-09-01 01:38:48,11999321ba954b0c9c38102ae08b2fd7,en,0
chrome,2015-09-01 01:39:22,8bdb880c5a8cecb084593d5e8248ae3e,en,2
chrome,2015-09-01 01:41:27,06dba6bb4bb2f1b551f42e0e33e69543,de,0
firefox,2015-09-01 01:41:33,2cede37e7a09a103ee0538d62e4f8f11,de,0
firefox,2015-09-01 01:41:45,bd5419ea2410c2f2909e0c51b75a4be2,en,0
chrome,2015-09-01 01:41:50,81846ea57f2906062e71d00e9240e953,en,2
firefox,2015-09-01 01:41:51,d6b2f3a031cd1d70ca1ad51cd2fb178b,fr,2
chrome,2015-09-01 01:41:51,b75f65a2df5a89bd6f5a91f8fbf40de6,de,1
firefox,2015-09-01 01:42:32,6e2d87b02a4ccbd1da53246e5c6cb88d,de,1
chrome,2015-09-01 01:43:30,ac5f4e390b68081ef23740225af08873,en,0
firefox,2015-09-01 01:43:37,9bd8bf3e6c97db4b1a3ac4bd648ff033,cn,1
chrome,2015-09-01 01:44:02,ff16dcc934d20eb7407910261d9b01b4,en,1
firefox,2015-09-01 01:44:29,732513c2c2a0dbb3a9eeee1b0e3f3b9d,ru,0
chrome,2015-09-01 01:45:43,00e13b00f10a711eaf87915f91283436,en,0
chrome,2015-09-01 01:45:52,379d16145ec477ed90d7f586f5154f76,de,2
chrome,2015-09-01 01:46:20,5f5bfa5c4400e0f7aaac9a333d06a1a8,fr,0
firefox,2015-09-01 01:46:22,3dd4c2dce57e9b7e027bc3181b103a78,de,1
chrome,2015-09-01 01:47:06,477c6de889baf2539c7f6d1b212a8fa8,ru,2
chrome,2015-09-01 01:47:42,e87c00eda7f3cefba7aa2f7fe39d987a,de,2
firefox,2015-09-01 01:49:12,230ed36abfa90a3188af45816e4af885,de,1
chrome,2015-09-01 01:49:13,b73e5de2dfc23c5b1c182aaf089670e7,en,0
firefox,2015-09-01 01:49:59,782d574744aade8c6c5661a88e060aea,ru,1
chrome,2015-09-01 01:51:31,e6041ac83ea4820b34837321d603270b,de,2
chrome,2015-09-01 01:51:57,d995d0057b0c9bce18ff20ed6d1934ec,ru,1
firefox,2015-09-01 01:52:02,4fcc3773314a98d935ca40417602c412,fr,0
chrome,2015-09-01 01:52:50,86e6ffc852eed447b0773931d5a09d1b,cn,0
chrome,2015-09-01 01:54:32,c327a7b40d4eccef9b011d72ef7a50d0,en,1
chrome,2015-09-01 01:56:46,c566b1ab11c6450b1027d46fe04a9243,de,0
chrome,2015-09-01 01:56:47,92ffbc7610b214dfd5724d0c0b8a8198,en,1
chrome,2015-09-01 01:56:51,ccb07ba4ab9d571d1dbe0cbca68af6c9,en,2
firefox,2015-09-01 01:57:26,1caf7cccfef28b1a158f19244e71253d,de,1
chrome,2015-09-01 01:58:01,c484629478802b75d677cd01b506494e,fr,0
chrome,2015-09-01 01:58:02,871d62430092224bf91e416b16c46201,de,2
firefox,2015-09-01 01:58:08,b68ea401fa7cf32db6fa8719bbc30d08,en,0
chrome,2015-09-01 01:58:48,e0df96d65523f25c1a23184e99cfc2bb,de,1
firefox,2015-09-01 01:59:43,7ba82d57abf76ee612879537e7cbfbe6,en,1
firefox,2015-09-01 01:59:58,f64200d68cb27bb7fb06be27a152127c,en,1
chrome,2015-09-01 02:00:37,a81b6a559a8958850def9af7759a9238,en,0
chrome,2015-09-01 02:00:45,2c329ba4775cd49ada70022e04f46b11,en,1
chrome,2015-09-01 02:00:50,31cc2af1970f70bc66a9831c005a05e4,fr,2
firefox,2015-09-01 02:01:05,2be2e5dd4b55a129f09493e6a7aed724,de,1
chrome,2015-09-01 02:01:19,d54112c8684e0409e438c8511ef4bb07,en,1
firefox,2015-09-01 02:01:36,162f16f0f128b0846785aaf901a328c5,de,2
chrome,2015-09-01 02:01:48,38074b192261340f0f10f562c32ca54a,de,1
firefox,2015-09-01 02:01:55,04c7704f81066eb61ccdc8c455bc4f6c,en,2
firefox,2015-09-01 02:03:17,7734bedc8d6c216d56a81e0ad4022b14,ru,2
chrome,2015-09-01 02:03:25,5d0f8a465b47e89d72d9515ad7ab70a8,de,0
chrome,2015-09-01 02:05:17,a7247bf97043169ef2a081ac9a9e1327,de,2
chrome,2015-09-01 02:05:23,30f90721f346b94970ec287c8aa4a460,fr,0
firefox,2015-09-01 02:06:50,ec72a15d50465300caaa07d4da8c2180,de,0
firefox,2015-09-01 02:08:08,e81ae6fceaac5cd4bc7afead96f1818a,en,2
chrome,2015-09-01 02:08:11,7b978e44fca590049457704eb77657aa,en,0
chrome,2015-09-01 02:08:15,35b10f192aff92156117819917ae582c,fr,1
chrome,2015-09-01 02:09:43,ddb2a5770789fb032ba551970132c3db,de,0
chrome,2015-09-01 02:10:43,36fb6e67f9a2cfa39a21d09cf11b6d86,de,2
chrome,2015-09-01 02:10:53,f91379e4f2d3e7ec87097abfbcac3708,de,1
firefox,2015-09-01 02:11:07,53e15d336abe9d4f12e5c876c8bf6ea9,en,1
chrome,2015-09-01 02:11:28,b1472c2e1d70eba6e4c9495e7711f7fe,en,1
firefox,2015-09-01 02:11:32,16dad31d7c69d44e318f90e1e54d7962,de,1
firefox,2015-09-01 02:11:49,d4f9b9d2b0347ce6e7d04c2062bacbba,en,1
chrome,2015-09-01 02:13:21,e60023038caf89dc234081e131b4b1d8,en,2
firefox,2015-09-01 02:13:23,bcfa3f79d079645f6231b7016338314a,fr,2
chrome,2015-09-01 02:14:00,41ccec74d603775587ca25babe63f806,en,0
chrome,2015-09-01 02:14:09,bb919c922d567ed6b98f3a95fd4ceadd,cn,0
chrome,2015-09-01 02:14:54,dea24435736c0cf395d87443532415f7,de,2
chrome,2015-09-01 02:15:19,00c2fa2d98f2c990e5240439ffa5c9ee,de,0
chrome,2015-09-01 02:18:07,c73a163d68ac0a9d7ee20636678037c8,en,0
chrome,2015-09-01 02:18:21,b7aee155222eecd1535529ff588f24bf,en,1
chrome,2015-09-01 02:18:21,446ccf5ec6b8a66a387dbca75dcdc28c,de,2
firefox,2015-09-01 02:18:28,8f48913cbc83c0a0a08d86b32e5f8c59,de,0
firefox,2015-09-01 02:18:49,626715fb0862c5a3d75abbeac74708a1,en,1
chrome,2015-09-01 02:18:55,3a0060046044b7463dc8f56862521a89,en,0
firefox,2015-09-01 02:19:08,200fd8d0bf39de80b5180b403b80d648,en,1
firefox,2015-09-01 02:19:28,c2b7cee8503f9a9bc9b4f2b57c6ac97d,en,1
chrome,2015-09-01 02:19:51,9e5d945d31ff4606a49b32d20a1a9170,de,1
chrome,2015-09-01 02:20:23,2e1993b26a6579c40a0e04543d54214d,de,0
chrome,2015-09-01 02:20:27,483b72baf0b94f86035069bc9f31035b,ru,1
chrome,2015-09-01 02:20:55,b9f6683a7bfdd99c2a083cd267c50fe9,de,2
chrome,2015-09-01 02:22:10,e5944d71e4d44c1f356717c8f68265a4,en,1
chrome,2015-09-01 02:22:47,1ed936acee662414594dd9049939351d,de,1
chrome,2015-09-01 02:24:02,ba46a850c810d507178096cead2014b4,de,0
chrome,2015-09-01 02:24:09,1de51e6eb770192c8e1e3ef8ffbbf968,de,0
firefox,2015-09-01 02:24:10,03f763a91274962b518c8aeb4a421ed7,de,2
firefox,2015-09-01 02:24:39,ab5ddd320ff7e788b5b2393cc9e18191,fr,0
chrome,2015-09-01 02:25:07,704ae9239db6708a142d7c2e380621d5,de,2
chrome,2015-09-01 02:25:16,f2f87e50a3142f8cb97a0515f92d726d,de,0
chrome,2015-09-01 02:25:31,6bbdb1e96cabac0b472a03b809de5cab,de,1
chrome,2015-09-01 02:26:30,3cb47bfda3df2bfb303fcf0ce556c9a8,en,2
chrome,2015-09-01 02:26:56,d1127af9fb6d0f521d065dba1d61d6dd,en,0
firefox,2015-09-01 02:28:27,803f6c23b6e8fae1752cff0c5f3dffd7,en,2
firefox,2015-09-01 02:28:34,70f3e880bee8bf3cb6eda6d72f99b8f5,de,2
chrome,2015-09-01 02:28:56,b648047cd7b37df67909021baf9d4260,fr,2
firefox,2015-09-01 02:30:14,04f07593aaf7cdc2eab5a8b80759cbfe,cn,0
firefox,2015-09-01 02:30:26,b9dcb4f5d9fe766a31f10e1b0ebcd4c9,en,0
firefox,2015-09-01 02:30:32,3718044fd64a4e3bab2b12cea0686ede,en,0
firefox,2015-09-01 02:30:47,8fede9c2790af0ff07606ad294b00872,en,2
chrome,2015-09-01 02:31:35,3d5fc4f3b51de223a920b66c85b6e500,de,2
chrome,2015-09-01 02:31:36,310bc9666404c2e6907c43afba07462c,en,1
firefox,2015-09-01 02:31:52,af97db93ee33a0221cd9fdd2bf40a9f1,de,1
chrome,2015-09-01 02:31:55,0eaad676b9e43f1a44804e47f3a5d5a5,en,2
chrome,2015-09-01 02:32:13,8be60212979dd2636e8107214c67e80c,fr,2
chrome,2015-09-01 02:32:18,2ee2e944c6089e2c4677cdcfbbdfd325,ru,2
chrome,2015-09-01 02:32:25,2934bc7f5df5888caf7ae4216964a310,de,2
chrome,2015-09-01 02:32:32,bfe0a9fcb872e65f0fbcc6285bc73c18,de,0
chrome,2015-09-01 02:32:46,723be030665b7e783cb386a28c342247,cn,2
chrome,2015-09-01 02:35:24,6b9d7514e5d0e64fc965a807cfaee8c6,ru,1
firefox,2015-09-01 02:35:42,232e0b9c1954365900d8038c43db0653,fr,1
chrome,2015-09-01 02:36:05,7a3b36d55aad9d65d90baff0672eb243,fr,0
chrome,2015-09-01 02:36:18,37d371dc84dd6824b9e07a8299fcc7f0,fr,2
firefox,2015-09-01 02:36:30,159a21a9c87105fac797c60bacd44535,en,0
chrome,2015-09-01 02:36:52,3f213660713fb09df7148578d06cf879,en,0
chrome,2015-09-01 02:37:47,674ca01468c8398959e83adf8945ce34,en,0
firefox,2015-09-01 02:37:52,17fb260733719f298e5ae9a46c1fc2e1,fr,2
firefox,2015-09-01 02:39:17,10648db4983c1c2cc8b7a65ca7f3bb5e,de,1
chrome,2015-09-01 02:39:48,441b19ee665d590f19d0f5c9f0d588be,fr,0
firefox,2015-09-01 02:40:10,12b421e3f1bbe940e36cea1da30ed047,en,2
chrome,2015-09-01 02:40:14,60e69011c1f8abb17bfae3a2cbf09787,ru,2
chrome,2015-09-01 02:40:30,c3e83165ac7be989a626b79ae11bc837,fr,2
chrome,2015-09-01 02:40:39,40abed3e04821fd592c0817b07325548,fr,2
chrome,2015-09-01 02:41:04,fcf05cb64292a5a5cae85b94019faa58,fr,1
firefox,2015-09-01 02:42:15,f8fa756586c184a1f01d23cdd2efe3c4,en,0
firefox,2015-09-01 02:43:10,e5de9d2c99b0ab18515fe80b5fc32443,de,2
firefox,2015-09-01 02:44:11,526f99f0e25ddb3c89baeccd2fe67aad,de,1
chrome,2015-09-01 02:44:28,5ff568bfcb73115b9a010d7333f9e0ba,de,1
firefox,2015-09-01 02:45:02,02dfdbcfe4b56a61764e900f96a86ec7,en,1
firefox,2015-09-01 02:45:05,fc333a401dd824a7289e3a1eaa52ff33,en,0
firefox,2015-09-01 02:45:48,8a8c39a5d23697f062ff91b66262094c,en,1
chrome,2015-09-01 02:46:10,9cbab4037d0fb1054d91283994d4980b,cn,1
firefox,2015-09-01 02:47:48,941fd6095cecddb3ebdca4f8d47d9649,de,0
firefox,2015-09-01 02:48:08,1e67ca362e980950d068c9d0318f87e2,en,0
firefox,2015-09-01 02:48:14,3e849544db5dd7660ef29ebbdc168488,en,0
firefox,2015-09-01 02:48:24,1ca496ac6f1fb97b6b04696a039f5d36,de,2
chrome,2015-09-01 02:48:57,11a518f0bc952d1cef0fbba5509591f5,fr,1
chrome,2015-09-01 02:48:57,0a1e479c2163dbd86d5c9fbb744d639c,fr,1
firefox,2015-09-01 02:49:00,652e88bfbc0fe2b7cd3eddd7131c56e7,de,1
chrome,2015-09-01 02:49:35,4915527872232c0a51d4f8c12013a512,de,1
firefox,2015-09-01 02:49:40,076640e743df98460f7f68d86f37e038,de,1
firefox,2015-09-01 02:50:51,edc39204a87664ac714728fedc2e7e89,en,1
firefox,2015-09-01 02:51:56,c7b43c79790498d0ddd77a8d7cad4537,de,1
chrome,2015-09-01 02:52:14,96e9589a5c1569a2a1d7dd1b904c26c1,fr,2
firefox,2015-09-01 02:52:21,f63098331f7de5f574a298ccc73b00de,de,2
chrome,2015-09-01 02:52:25,547270ce15e89409c174d0acd4cd8e9d,en,1
firefox,2015-09-01 02:52:51,3e0fea5e081dff9dbd955fbd2e7ee2e7,en,1
chrome,2015-09-01 02:53:28,81999d9ec7ff2db8e40d075b4d279114,fr,1
chrome,2015-09-01 02:53:39,9593b9ca3875bfbbf7bd0b7e01dd64e9,de,2
chrome,2015-09-01 02:53:42,a0da6ede893f407b21fbde86ffd00f2a,de,0
chrome,2015-09-01 02:53:44,39a7b22dc7c5f4494f0bb020ef2faea5,ru,1
chrome,2015-09-01 02:54:07,1e86d507f3ecd42de4ddfc29420f7973,fr,0
chrome,2015-09-01 02:54:32,5a127079e49f771241307670e77882cc,en,0
firefox,2015-09-01 02:55:03,5fbe9f6d3cbfbf002adbea3c3c5663ef,en,0
chrome,2015-09-01 02:56:43,aed14e18147845bddbd266f0aea994db,en,2
chrome,2015-09-01 02:57:16,05270733c3efc1ed3e5ebc1e692ab671,de,0
chrome,2015-09-01 02:57:27,a34f8eee3c1d5ea263802190ac5e047e,de,2
firefox,2015-09-01 02:58:00,e3c9067edea57ec6d8a519d1e8462e7f,cn,1
firefox,2015-09-01 02:58:42,e931f4b7941f0d4f7be0e5a35fd20054,fr,1
firefox,2015-09-01 02:58:46,da5cc0f841546c533c9d892ca84b2245,en,2
firefox,2015-09-01 02:59:03,ae41d89cc017aa689ea9e379638fda31,en,1
firefox,2015-09-01 02:59:42,daed4d55ad968ca9060624d6f85c3f8b,cn,1
chrome,2015-09-01 03:00:50,71389425292a7219396d391569ea66c3,fr,0
chrome,2015-09-01 03:01:27,b4385ed05cc670e5199010210d9c757f,en,0
